"type","Fleet","Fleet_Name","Yr","Seas","Nsamp_in","Nsamp_adj","effN"
"S36 only",12,"F12_JPLL_A2_Q4_wt",2008,4,15.62,4.29894,361.368
"S36 only",12,"F12_JPLL_A2_Q4_wt",2009,4,15.08,4.15032,262.934
"S36 only",12,"F12_JPLL_A2_Q4_wt",2010,4,12.89,3.54759,86.5575
"S36 only",12,"F12_JPLL_A2_Q4_wt",2011,4,29.91,8.23183,243.107
"S36 only",12,"F12_JPLL_A2_Q4_wt",2012,4,39.48,10.8657,55.7065
"S36 only",12,"F12_JPLL_A2_Q4_wt",2013,4,27.61,7.59882,45.8652
"S36 only",12,"F12_JPLL_A2_Q4_wt",2014,4,86.45,23.7928,261.569
"S36 only",12,"F12_JPLL_A2_Q4_wt",2015,4,57.16,15.7316,121.026
"S36 only",12,"F12_JPLL_A2_Q4_wt",2016,4,74.68,20.5534,139.674
"S36 only",12,"F12_JPLL_A2_Q4_wt",2017,4,136.62,37.6006,115.346
"S36 only",12,"F12_JPLL_A2_Q4_wt",2018,4,91.38,25.1496,144.189
"S36 only",12,"F12_JPLL_A2_Q4_wt",2019,4,78.77,21.6791,104.075
"S36 only",12,"F12_JPLL_A2_Q4_wt",2020,4,42.46,11.6858,103.802
"S36 only",12,"F12_JPLL_A2_Q4_wt",2021,4,51.01,14.039,100.116
"S36 only",12,"F12_JPLL_A2_Q4_wt",2022,4,43.66,12.0161,47.4851
"S36 only",12,"F12_JPLL_A2_Q4_wt",2023,4,39.32,10.8217,33.4678
"S36 only",12,"F12_JPLL_A2_Q4_wt",2024,4,34.36,9.45656,42.3427
"S36 only",17,"F17_JPLL_A4_num",1995,3,2.03,0.558697,67.1174
"S36 only",17,"F17_JPLL_A4_num",1995,4,0.42,0.115592,34.7088
"S36 only",17,"F17_JPLL_A4_num",1996,2,0.14,0.0385308,8.58613
"S36 only",17,"F17_JPLL_A4_num",1999,4,3.6,0.990792,33.3858
"S36 only",17,"F17_JPLL_A4_num",2000,1,2.9,0.798138,27.498
"S36 only",17,"F17_JPLL_A4_num",2000,2,8.06,2.21827,118.626
"S36 only",17,"F17_JPLL_A4_num",2000,4,11.42,3.14301,29.8935
"S36 only",17,"F17_JPLL_A4_num",2001,1,13.29,3.65767,32.9443
"S36 only",17,"F17_JPLL_A4_num",2001,2,15.67,4.3127,41.2626
"S36 only",17,"F17_JPLL_A4_num",2001,3,22.67,6.23924,116.124
"S36 only",17,"F17_JPLL_A4_num",2001,4,32.09,8.83181,70.4717
"S36 only",17,"F17_JPLL_A4_num",2002,1,15.24,4.19435,38.5603
"S36 only",17,"F17_JPLL_A4_num",2002,2,10.55,2.90357,170.432
"S36 only",17,"F17_JPLL_A4_num",2002,3,15.93,4.38425,58.4083
"S36 only",17,"F17_JPLL_A4_num",2002,4,4.3,1.18345,123.456
"S36 only",17,"F17_JPLL_A4_num",2003,1,13.87,3.8173,130.24
"S36 only",17,"F17_JPLL_A4_num",2003,2,1.34,0.368795,6.76895
"S36 only",17,"F17_JPLL_A4_num",2003,3,7.03,1.9348,28.8922
"S36 only",17,"F17_JPLL_A4_num",2004,1,47.2,12.9904,76.7915
"S36 only",17,"F17_JPLL_A4_num",2004,2,1.04,0.286229,16.5985
"S36 only",17,"F17_JPLL_A4_num",2004,3,2.03,0.558697,184.027
"S36 only",17,"F17_JPLL_A4_num",2005,1,15.99,4.40077,135.986
"S36 only",17,"F17_JPLL_A4_num",2005,2,0.48,0.132106,12.7383
"S36 only",17,"F17_JPLL_A4_num",2005,3,4.22,1.16143,119.347
"S36 only",17,"F17_JPLL_A4_num",2005,4,1.68,0.46237,44.2731
"S36 only",17,"F17_JPLL_A4_num",2006,1,17.57,4.83562,388.661
"S36 only",17,"F17_JPLL_A4_num",2006,2,3.09,0.85043,45.1688
"S36 only",17,"F17_JPLL_A4_num",2006,3,12.21,3.36044,93.145
"S36 only",17,"F17_JPLL_A4_num",2006,4,7.97,2.1935,94.6903
"S36 only",17,"F17_JPLL_A4_num",2007,1,8.21,2.25956,86.3342
"S36 only",17,"F17_JPLL_A4_num",2007,2,0.47,0.129353,26.9541
"S36 only",17,"F17_JPLL_A4_num",2007,3,2.18,0.59998,103.637
"S36 only",17,"F17_JPLL_A4_num",2008,1,14.12,3.88611,61.6772
"S36 only",17,"F17_JPLL_A4_num",2008,2,1.98,0.544936,34.5787
"S36 only",17,"F17_JPLL_A4_num",2008,3,2.53,0.696307,64.6217
"S36 only",17,"F17_JPLL_A4_num",2008,4,5.55,1.52747,88.8816
"S36 only",17,"F17_JPLL_A4_num",2009,1,2.13,0.586219,49.2074
"S36 only",17,"F17_JPLL_A4_num",2009,3,1.57,0.432095,69.7049
"S36 only",17,"F17_JPLL_A4_num",2010,1,0.12,0.0330264,4.55981
"S36 only",17,"F17_JPLL_A4_num",2010,2,0.17,0.0467874,1.81885
"S36 only",17,"F17_JPLL_A4_num",2010,3,1.08,0.297238,16.0572
"S36 only",17,"F17_JPLL_A4_num",2010,4,1.5,0.41283,66.0931
"S36 only",17,"F17_JPLL_A4_num",2011,1,1.25,0.344025,110.023
"S36 only",17,"F17_JPLL_A4_num",2011,3,34.8,9.57766,92.6251
"S36 only",17,"F17_JPLL_A4_num",2011,4,10.99,3.02467,18.5967
"S36 only",17,"F17_JPLL_A4_num",2012,1,2.47,0.679793,40.2672
"S36 only",17,"F17_JPLL_A4_num",2012,2,0.46,0.126601,16.1296
"S36 only",17,"F17_JPLL_A4_num",2012,3,30.46,8.3832,271.481
"S36 only",17,"F17_JPLL_A4_num",2012,4,5.12,1.40913,100.875
"S36 only",17,"F17_JPLL_A4_num",2013,1,0.16,0.0440352,9.26235
"S36 only",17,"F17_JPLL_A4_num",2013,2,2.78,0.765112,31.9894
"S36 only",17,"F17_JPLL_A4_num",2013,3,4.65,1.27977,52.7973
"S36 only",17,"F17_JPLL_A4_num",2014,1,0.12,0.0330264,5.08521
"S36 only",17,"F17_JPLL_A4_num",2014,2,3.33,0.916483,16.8138
"S36 only",17,"F17_JPLL_A4_num",2014,4,2.81,0.773368,208.567
"S36 only",17,"F17_JPLL_A4_num",2015,3,4.88,1.34307,136.791
"S36 only",17,"F17_JPLL_A4_num",2015,4,3.86,1.06235,20.9769
"S36 only",17,"F17_JPLL_A4_num",2016,2,10.62,2.92284,273.302
"S36 only",17,"F17_JPLL_A4_num",2016,3,12.62,3.47328,159.179
"S36 only",17,"F17_JPLL_A4_num",2017,3,26.34,7.24929,174.396
"S36 only",17,"F17_JPLL_A4_num",2017,4,2.26,0.621997,60.3556
"S36 only",17,"F17_JPLL_A4_num",2018,2,0.4,0.110088,60.7834
"S36 only",17,"F17_JPLL_A4_num",2018,3,1.2,0.330264,29.9611
"S36 only",17,"F17_JPLL_A4_num",2019,1,0.26,0.0715572,7.06917
"S36 only",17,"F17_JPLL_A4_num",2019,2,0.13,0.0357786,16.4823
"S36 only",17,"F17_JPLL_A4_num",2019,3,15.91,4.37875,203.67
"S36 only",17,"F17_JPLL_A4_num",2019,4,9.43,2.59532,131.737
"S36 only",17,"F17_JPLL_A4_num",2020,2,0.15,0.041283,12.1837
"S36 only",17,"F17_JPLL_A4_num",2020,3,2.94,0.809147,35.9739
"S36 only",17,"F17_JPLL_A4_num",2023,2,0.12,0.0330264,3.24409
"S36 only",17,"F17_JPLL_A4_num",2023,3,0.7,0.192654,10.0447
"S36 only",17,"F17_JPLL_A4_num",2024,1,3.8,1.04584,10.9461
"S36 only",17,"F17_JPLL_A4_num",2024,2,0.3,0.082566,8.20049
"S36 only",18,"F18_JPLL_A5_num",1995,4,6.59,1.8137,62.9381
"S36 only",18,"F18_JPLL_A5_num",2003,4,7.85,2.16048,53.0037
"S36 only",18,"F18_JPLL_A5_num",2004,2,0.33,0.0908226,31.5929
"S36 only",18,"F18_JPLL_A5_num",2004,3,1.4,0.385308,31.891
"S36 only",18,"F18_JPLL_A5_num",2004,4,9.24,2.54303,137.924
"S36 only",18,"F18_JPLL_A5_num",2005,4,1.95,0.536679,35.2165
"S36 only",18,"F18_JPLL_A5_num",2006,4,0.94,0.258707,39.8639
"S36 only",18,"F18_JPLL_A5_num",2007,4,1.73,0.476131,11.1743
"S36 only",18,"F18_JPLL_A5_num",2008,4,0.55,0.151371,27.5357
"S36 only",18,"F18_JPLL_A5_num",2009,3,5.97,1.64306,29.4121
"S36 only",18,"F18_JPLL_A5_num",2011,3,0.6,0.165132,25.9235
"S36 only",18,"F18_JPLL_A5_num",2011,4,1.82,0.5009,54.1056
"S36 only",19,"F19_JPPL_A35_Q1",2002,1,1.48,0.407326,25.8695
"S36 only",19,"F19_JPPL_A35_Q1",2004,1,24.27,6.67959,35.8348
"S36 only",19,"F19_JPPL_A35_Q1",2005,1,6.62,1.82196,16.4087
"S36 only",19,"F19_JPPL_A35_Q1",2007,1,0.13,0.0357786,7.85757
"S36 only",19,"F19_JPPL_A35_Q1",2022,1,5.49,1.51096,6.80311
"S36 only",19,"F19_JPPL_A35_Q1",2023,1,4.45,1.22473,19.6925
"S36 only",20,"F20_JPPL_A35_Q2",1994,2,2.3,0.55384,2.70895
"S36 only",20,"F20_JPPL_A35_Q2",1995,2,0.2,0.04816,4.95529
"S36 only",20,"F20_JPPL_A35_Q2",1996,2,111.77,26.9142,18.9134
"S36 only",20,"F20_JPPL_A35_Q2",1997,2,229.95,55.372,142.326
"S36 only",20,"F20_JPPL_A35_Q2",1998,2,0.41,0.098728,3.87749
"S36 only",20,"F20_JPPL_A35_Q2",1999,2,9,2.1672,23.7251
