"type","Fleet","Fleet_Name","Yr","Seas","Nsamp_in","Nsamp_adj","effN"
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2011,2,128.75,28.3636,47.8243
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2012,2,120.39,26.5219,97.9789
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2013,2,93.57,20.6135,90.9536
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2014,2,89.49,19.7146,55.7435
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2015,2,80.71,17.7804,54.7147
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2016,2,84.47,18.6087,33.906
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2017,2,65.57,14.4451,62.8169
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2018,2,37.79,8.32514,25.8916
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2019,2,38.18,8.41105,47.4445
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2020,2,47.99,10.5722,157.034
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2021,2,94.24,20.7611,10.644
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2022,2,44.87,9.88486,5.86338
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2023,2,52.51,11.568,48.2999
"TWLLA35_EPOSF",2,"F2_JPLL_A13_Q2_wt",2024,2,46.62,10.2704,19.4968
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2000,3,1.06,0.291733,47.1246
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2001,3,15.03,4.13656,11.4922
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2002,3,9.45,2.60083,25.5949
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2003,3,8.19,2.25405,10.0335
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2004,3,2.9,0.798138,8.03799
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2005,3,16.29,4.48333,34.9146
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2006,3,4.86,1.33757,17.1031
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2007,3,8.8,2.42194,27.0802
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2008,3,1.16,0.319255,52.1439
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2009,3,1.17,0.322007,9.23441
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2010,3,4.67,1.28528,36.9437
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2011,3,11.53,3.17329,25.3185
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2012,3,3.91,1.07611,17.7144
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2013,3,5.32,1.46417,46.5204
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2014,3,4.26,1.17244,12.6931
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2015,3,20.97,5.77136,19.3428
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2016,3,6.01,1.65407,32.5794
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2017,3,0.98,0.269716,19.428
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2018,3,0.56,0.154123,11.8576
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2019,3,3.89,1.07061,12.0317
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2020,3,2.13,0.586219,24.2022
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2021,3,0.85,0.233937,22.8484
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2022,3,3.4,0.935748,27.2319
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2023,3,2.33,0.641263,12.188
"TWLLA35_EPOSF",3,"F3_JPLL_A13_Q3_wt",2024,3,5.18,1.42564,37.7113
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",1996,4,13.35,3.67419,23.6771
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",1999,4,27.9,7.67864,80.8773
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2000,4,28.08,7.72818,52.8143
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2001,4,177.59,48.8763,309.933
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2002,4,107.96,29.7128,23.8076
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2003,4,114.86,31.6118,42.8108
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2004,4,127.64,35.1291,133.854
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2005,4,195.26,53.7395,42.8108
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2006,4,177.92,48.9671,104.179
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2007,4,206.57,56.8522,381.968
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2008,4,78.8,21.6873,90.3095
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2009,4,131.01,36.0566,304.582
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2010,4,93.89,25.8404,76.5733
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2011,4,144.18,39.6812,138.815
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2012,4,94.43,25.989,88.7965
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2013,4,89.55,24.646,35.2912
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2014,4,142.85,39.3152,118.381
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2015,4,178.28,49.0662,85.3697
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2016,4,100.33,27.6128,69.5044
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2017,4,81.23,22.3561,261.45
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2018,4,58.7,16.1554,224.098
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2019,4,172.18,47.3874,114.517
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2020,4,101.19,27.8495,78.8885
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2021,4,57.23,15.7508,50.6711
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2022,4,77.08,21.214,49.1681
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2023,4,27.6,7.59607,25.8924
"TWLLA35_EPOSF",4,"F4_JPLL_A13_Q4_wt",2024,4,24.67,6.78968,31.945
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",1994,1,45.41,12.4977,59.7823
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",1996,1,20.33,5.59522,58.9096
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",1997,1,35.08,9.65472,39.7716
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",1999,1,25.9,7.1282,47.449
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2000,1,26.83,7.38415,54.3178
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2001,1,36.98,10.1776,206.641
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2002,1,104.61,28.7908,560.156
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2003,1,152.5,41.9711,238.533
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2004,1,59.66,16.4196,74.8095
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2005,1,52.27,14.3857,95.0972
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2006,1,93.11,25.6257,109.005
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2007,1,103.49,28.4825,62.7399
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2008,1,68.31,18.8003,145.588
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2009,1,49.41,13.5986,87.0611
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2010,1,58.13,15.9985,344.595
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2011,1,61.4,16.8985,97.3543
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2012,1,61.23,16.8517,107.991
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2013,1,35.54,9.78132,258.513
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2014,1,32.39,8.91438,141.782
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2015,1,130.79,35.996,416.733
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2016,1,104.54,28.7715,224.104
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2017,1,47.36,13.0344,87.3976
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2018,1,72.37,19.9177,160.606
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2019,1,130.07,35.7979,124.574
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2020,1,18.64,5.1301,24.647
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2021,1,24.14,6.64381,39.297
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2022,1,14.79,4.0705,312.758
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2023,1,17.54,4.82736,32.3953
"TWLLA35_EPOSF",9,"F9_JPLL_A2_Q1_wt",2024,1,22.31,6.14016,55.006
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2000,2,5.01,1.37885,31.9797
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2001,2,39.24,10.7996,128.171
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2002,2,72.89,20.0608,241.07
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2003,2,53.37,14.6885,16.2611
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2004,2,52.41,14.4243,257.401
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2005,2,51.36,14.1353,86.5951
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2006,2,33.2,9.1373,102.563
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2007,2,18.52,5.09707,87.6552
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2008,2,43.56,11.9886,68.7521
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2009,2,42.29,11.6391,162.702
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2010,2,48.58,13.3702,517
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2011,2,84.13,23.1543,90.0488
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2012,2,83.22,22.9038,81.5461
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2013,2,75.35,20.7378,396.83
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2014,2,79.88,21.9846,386.86
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2015,2,155.66,42.8407,140.818
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2016,2,81.2,22.3479,278.699
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2017,2,66.65,18.3434,136.833
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2018,2,77.73,21.3929,164.725
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2019,2,84.57,23.2754,132.031
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2020,2,52.17,14.3582,225.843
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2021,2,77.36,21.291,33.8143
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2022,2,65.69,18.0792,107.777
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2023,2,45.82,12.6106,21.2587
"TWLLA35_EPOSF",10,"F10_JPLL_A2_Q2_wt_9624",2024,2,32.74,9.0107,52.0147
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2001,3,64.63,17.7875,165.135
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2002,3,36.31,9.99324,96.0866
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2003,3,55.74,15.3408,72.947
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2004,3,56.73,15.6132,143.116
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2005,3,69.45,19.114,70.191
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2006,3,33.77,9.29418,156.166
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2007,3,65.77,18.1012,91.9015
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2008,3,57.09,15.7123,61.8213
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2009,3,58.83,16.1912,99.0284
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2010,3,59.15,16.2793,162.642
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2011,3,45.92,12.6381,1205.54
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2012,3,66.16,18.2086,252.466
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2013,3,109.29,30.0788,217.55
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2014,3,140.97,38.7978,185.005
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2015,3,81.02,22.2983,203.875
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2016,3,117.07,32.22,218.712
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2017,3,116.75,32.1319,249.946
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2018,3,91.1,25.0725,254.155
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2019,3,143.68,39.5436,136.991
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2020,3,52.09,14.3362,9.34976
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2021,3,69.94,19.2489,42.3578
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2022,3,57.2,15.7426,54.5745
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2023,3,71.85,19.7746,20.8283
"TWLLA35_EPOSF",11,"F11_JPLL_A2_Q3_wt",2024,3,79.67,21.9268,148.841
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",1994,4,2.07,0.569705,47.113
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",1996,4,12.02,3.30814,39.9
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",1997,4,7.88,2.16873,51.7517
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",1999,4,6.26,1.72288,62.8492
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2001,4,87.86,24.1808,157.878
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2002,4,58.81,16.1857,105.803
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2003,4,70.3,19.348,42.0093
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2004,4,5.08,1.39812,68.6922
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2005,4,54.27,14.9362,46.8113
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2006,4,21.78,5.99429,269.467
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2007,4,26.63,7.32911,68.648
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2008,4,15.62,4.29894,319.842
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2009,4,15.08,4.15032,263.435
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2010,4,12.89,3.54759,83.0355
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2011,4,29.91,8.23183,259.72
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2012,4,39.48,10.8657,56.809
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2013,4,27.61,7.59882,47.5333
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2014,4,86.45,23.7928,289.006
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2015,4,57.16,15.7316,125.204
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2016,4,74.68,20.5534,136.395
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2017,4,136.62,37.6006,111.606
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2018,4,91.38,25.1496,139.539
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2019,4,78.77,21.6791,108.842
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2020,4,42.46,11.6858,103.249
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2021,4,51.01,14.039,98.3852
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2022,4,43.66,12.0161,50.0492
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2023,4,39.32,10.8217,35.4369
"TWLLA35_EPOSF",12,"F12_JPLL_A2_Q4_wt",2024,4,34.36,9.45656,49.2398
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",1995,3,2.03,0.558697,64.5829
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",1995,4,0.42,0.115592,33.83
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",1996,2,0.14,0.0385308,8.69407
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",1999,4,3.6,0.990792,32.9923
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2000,1,2.9,0.798138,31.145
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2000,2,8.06,2.21827,156.375
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2000,4,11.42,3.14301,34.0499
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2001,1,13.29,3.65767,39.59
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2001,2,15.67,4.3127,39.0381
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2001,3,22.67,6.23924,141.521
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2001,4,32.09,8.83181,85.0381
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2002,1,15.24,4.19435,45.5063
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2002,2,10.55,2.90357,141.79
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2002,3,15.93,4.38425,69.0216
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2002,4,4.3,1.18345,146.133
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2003,1,13.87,3.8173,153.452
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2003,2,1.34,0.368795,6.81815
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2003,3,7.03,1.9348,28.7856
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2004,1,47.2,12.9904,79.8802
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2004,2,1.04,0.286229,16.9885
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2004,3,2.03,0.558697,185.629
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2005,1,15.99,4.40077,146.009
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2005,2,0.48,0.132106,12.8494
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2005,3,4.22,1.16143,125.39
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2005,4,1.68,0.46237,40.7877
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2006,1,17.57,4.83562,330.756
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2006,2,3.09,0.85043,42.2289
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2006,3,12.21,3.36044,92.9635
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2006,4,7.97,2.1935,92.6618
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2007,1,8.21,2.25956,83.0217
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2007,2,0.47,0.129353,26.4882
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2007,3,2.18,0.59998,104.57
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2008,1,14.12,3.88611,55.1912
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2008,2,1.98,0.544936,34.5638
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2008,3,2.53,0.696307,68.5804
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2008,4,5.55,1.52747,101.779
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2009,1,2.13,0.586219,51.4568
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2009,3,1.57,0.432095,75.3691
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2010,1,0.12,0.0330264,4.54962
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2010,2,0.17,0.0467874,1.81373
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2010,3,1.08,0.297238,16.742
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2010,4,1.5,0.41283,71.5483
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2011,1,1.25,0.344025,115.328
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2011,3,34.8,9.57766,101.195
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2011,4,10.99,3.02467,19.0673
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2012,1,2.47,0.679793,39.0659
"TWLLA35_EPOSF",17,"F17_JPLL_A4_num",2012,2,0.46,0.126601,15.9034
